flight_number,flight_date,origin,destination,tail_number,aircraft_type,gross_weight_cargo_kg,gross_volume_cargo_m3,passenger_count,baggage_weight_kg,fuel_weight_kg,fuel_price_per_kg,cargo_price_per_kg
AB101,2024-06-20,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,272,4352,5350,0.94,2.8
AB102,2024-06-20,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,268,4288,5290,0.94,2.82
AB201,2024-06-20,KUL,BKK,TN-ZNA,Airbus A330-300,14500,156,388,6984,19720,0.94,3.2
AB401,2024-06-20,KUL,PVG,TN-ZFB,Airbus A330-300,13600,126,322,5796,43580,0.94,4.1
AB101,2024-06-21,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,275,4400,5360,0.94,2.82
AB102,2024-06-21,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,270,4320,5300,0.94,2.85
AB201,2024-06-21,KUL,BKK,TN-ZNA,Airbus A330-300,14500,157,390,7020,19740,0.94,3.22
AB301,2024-06-21,SIN,HKG,TN-ZND,Airbus A330-200,12700,117,322,5796,29540,0.94,4.1
AB501,2024-06-21,BKK,SGN,TN-ZNC,Boeing 737-900ER,2040,61,220,3520,5780,0.94,2.2
AB101,2024-06-22,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,278,4448,5370,0.94,2.85
AB102,2024-06-22,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,272,4352,5310,0.94,2.88
AB201,2024-06-22,KUL,BKK,TN-ZNA,Airbus A330-300,14500,158,392,7056,19760,0.94,3.25
AB401,2024-06-22,KUL,PVG,TN-ZFB,Airbus A330-300,13700,127,325,5850,43600,0.94,4.12
AB101,2024-06-23,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,280,4480,5380,0.94,2.88
AB102,2024-06-23,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,275,4400,5320,0.94,2.9
AB201,2024-06-23,KUL,BKK,TN-ZNA,Airbus A330-300,14500,159,395,7110,19780,0.94,3.28
AB301,2024-06-23,SIN,HKG,TN-ZND,Airbus A330-200,12800,118,325,5850,29560,0.94,4.12
AB101,2024-06-24,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,282,4512,5390,0.94,2.9
AB102,2024-06-24,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,278,4448,5330,0.94,2.92
AB201,2024-06-24,KUL,BKK,TN-ZNA,Airbus A330-300,14500,160,398,7164,19800,0.94,3.3
AB501,2024-06-24,BKK,SGN,TN-ZNC,Boeing 737-900ER,2060,62,222,3552,5800,0.94,2.22
AB101,2024-06-25,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,285,4560,5400,0.94,2.92
AB102,2024-06-25,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,280,4480,5340,0.94,2.95
AB201,2024-06-25,KUL,BKK,TN-ZNA,Airbus A330-300,14500,161,400,7200,19820,0.94,3.32
AB401,2024-06-25,KUL,PVG,TN-ZFB,Airbus A330-300,13800,128,328,5904,43620,0.94,4.15
AB301,2024-06-26,SIN,HKG,TN-ZND,Airbus A330-200,12900,119,328,5904,29580,0.94,4.15
AB101,2024-06-26,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,288,4608,5410,0.94,2.95
AB102,2024-06-26,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,282,4512,5350,0.94,2.98
AB201,2024-06-26,KUL,BKK,TN-ZNA,Airbus A330-300,14500,162,402,7236,19840,0.94,3.35
AB501,2024-06-26,BKK,SGN,TN-ZNC,Boeing 737-900ER,2080,63,225,3600,5820,0.94,2.25
AB101,2024-06-27,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,290,4640,5420,0.94,2.98
AB102,2024-06-27,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,285,4560,5360,0.94,3
AB201,2024-06-27,KUL,BKK,TN-ZNA,Airbus A330-300,14500,163,405,7290,19860,0.94,3.38
AB401,2024-06-27,KUL,PVG,TN-ZFB,Airbus A330-300,13900,129,330,5940,43640,0.94,4.18
AB101,2024-06-28,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,292,4672,5430,0.94,3
AB102,2024-06-28,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,288,4608,5370,0.94,3.02
AB201,2024-06-28,KUL,BKK,TN-ZNA,Airbus A330-300,14500,164,408,7344,19880,0.94,3.4
AB301,2024-06-28,SIN,HKG,TN-ZND,Airbus A330-200,13000,120,330,5940,29600,0.94,4.18
AB501,2024-06-28,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,64,228,3648,5840,0.94,2.28
AB101,2024-06-29,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,295,4720,5440,0.94,3.02
AB102,2024-06-29,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,290,4640,5380,0.94,3.05
AB201,2024-06-29,KUL,BKK,TN-ZNA,Airbus A330-300,14500,165,410,7380,19900,0.94,3.42
AB401,2024-06-29,KUL,PVG,TN-ZFB,Airbus A330-300,14000,130,332,5976,43660,0.94,4.2
AB101,2024-06-30,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,298,4768,5450,0.95,3.05
AB102,2024-06-30,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,292,4672,5390,0.95,3.08
AB201,2024-06-30,KUL,BKK,TN-ZNA,Airbus A330-300,14500,166,412,7416,19920,0.95,3.45
AB301,2024-06-30,SIN,HKG,TN-ZND,Airbus A330-200,13100,121,332,5976,29620,0.95,4.2
AB101,2024-07-01,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,300,4800,5460,0.95,3.08
AB102,2024-07-01,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,295,4720,5400,0.95,3.1
AB201,2024-07-01,KUL,BKK,TN-ZNA,Airbus A330-300,14500,167,415,7470,19940,0.95,3.48
AB501,2024-07-01,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,65,230,3680,5860,0.95,2.3
AB101,2024-07-02,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,302,4832,5470,0.95,3.1
AB102,2024-07-02,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,298,4768,5410,0.95,3.12
AB201,2024-07-02,KUL,BKK,TN-ZNA,Airbus A330-300,14500,168,418,7524,19960,0.95,3.5
AB401,2024-07-02,KUL,PVG,TN-ZFB,Airbus A330-300,14100,131,335,6030,43680,0.95,4.22
AB301,2024-07-03,SIN,HKG,TN-ZND,Airbus A330-200,13150,122,335,6030,29640,0.95,4.22
AB101,2024-07-03,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,305,4880,5480,0.95,3.12
AB102,2024-07-03,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,300,4800,5420,0.95,3.15
AB201,2024-07-03,KUL,BKK,TN-ZNA,Airbus A330-300,14500,169,420,7560,19980,0.95,3.52
AB501,2024-07-03,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,66,232,3712,5880,0.95,2.32
AB101,2024-07-04,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,308,4928,5490,0.95,3.15
AB102,2024-07-04,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,302,4832,5430,0.95,3.18
AB201,2024-07-04,KUL,BKK,TN-ZNA,Airbus A330-300,14500,170,422,7596,20000,0.95,3.55
AB401,2024-07-04,KUL,PVG,TN-ZFB,Airbus A330-300,14200,132,338,6084,43700,0.95,4.25
AB101,2024-07-05,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,310,4960,5500,0.95,3.18
AB102,2024-07-05,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,305,4880,5440,0.95,3.2
AB201,2024-07-05,KUL,BKK,TN-ZNA,Airbus A330-300,14500,171,425,7650,20020,0.95,3.58
AB301,2024-07-05,SIN,HKG,TN-ZND,Airbus A330-200,13200,123,338,6084,29660,0.95,4.25
AB501,2024-07-05,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,67,235,3760,5900,0.95,2.35
AB101,2024-07-06,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,312,4992,5510,0.95,3.2
AB102,2024-07-06,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,308,4928,5450,0.95,3.22
AB201,2024-07-06,KUL,BKK,TN-ZNA,Airbus A330-300,14500,172,428,7704,20040,0.95,3.6
AB401,2024-07-06,KUL,PVG,TN-ZFB,Airbus A330-300,14300,133,340,6120,43720,0.95,4.28
AB101,2024-07-07,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,315,5040,5520,0.95,3.22
AB102,2024-07-07,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,310,4960,5460,0.95,3.25
AB201,2024-07-07,KUL,BKK,TN-ZNA,Airbus A330-300,14500,173,430,7740,20060,0.95,3.62
AB301,2024-07-07,SIN,HKG,TN-ZND,Airbus A330-200,13200,124,340,6120,29680,0.95,4.28
AB101,2024-07-08,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,318,5088,5530,0.95,3.25
AB102,2024-07-08,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,312,4992,5470,0.95,3.28
AB201,2024-07-08,KUL,BKK,TN-ZNA,Airbus A330-300,14500,174,432,7776,20080,0.95,3.65
AB501,2024-07-08,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,68,238,3808,5920,0.95,2.38
AB101,2024-07-09,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,320,5120,5540,0.95,3.28
AB102,2024-07-09,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,315,5040,5480,0.95,3.3
AB201,2024-07-09,KUL,BKK,TN-ZNA,Airbus A330-300,14500,175,435,7830,20100,0.95,3.68
AB401,2024-07-09,KUL,PVG,TN-ZFB,Airbus A330-300,14400,134,342,6156,43740,0.95,4.3
AB301,2024-07-10,SIN,HKG,TN-ZND,Airbus A330-200,13200,125,342,6156,29700,0.95,4.3
AB101,2024-07-10,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,322,5152,5550,0.95,3.3
AB102,2024-07-10,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,318,5088,5490,0.95,3.32
AB201,2024-07-10,KUL,BKK,TN-ZNA,Airbus A330-300,14500,176,438,7884,20120,0.95,3.7
AB501,2024-07-10,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,69,240,3840,5940,0.95,2.4
AB101,2024-07-11,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,325,5200,5560,0.95,3.32
AB102,2024-07-11,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,320,5120,5500,0.95,3.35
AB201,2024-07-11,KUL,BKK,TN-ZNA,Airbus A330-300,14500,177,440,7920,20140,0.95,3.72
AB401,2024-07-11,KUL,PVG,TN-ZFB,Airbus A330-300,14500,135,345,6210,43760,0.95,4.32
AB101,2024-07-12,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,328,5248,5570,0.95,3.35
AB102,2024-07-12,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,322,5152,5510,0.95,3.38
AB201,2024-07-12,KUL,BKK,TN-ZNA,Airbus A330-300,14500,178,442,7956,20160,0.95,3.75
AB301,2024-07-12,SIN,HKG,TN-ZND,Airbus A330-200,13200,126,345,6210,29720,0.95,4.32
AB501,2024-07-12,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,70,242,3872,5960,0.95,2.42
AB101,2024-07-13,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,330,5280,5580,0.95,3.38
AB102,2024-07-13,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,325,5200,5520,0.95,3.4
AB201,2024-07-13,KUL,BKK,TN-ZNA,Airbus A330-300,14500,179,445,8010,20180,0.95,3.78
AB401,2024-07-13,KUL,PVG,TN-ZFB,Airbus A330-300,14600,135,348,6264,43780,0.95,4.35
AB101,2024-07-14,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,332,5312,5590,0.95,3.4
AB102,2024-07-14,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,328,5248,5530,0.95,3.42
AB201,2024-07-14,KUL,BKK,TN-ZNA,Airbus A330-300,14500,180,448,8064,20200,0.95,3.8
AB301,2024-07-14,SIN,HKG,TN-ZND,Airbus A330-200,13200,127,348,6264,29740,0.95,4.35
AB101,2024-07-15,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,335,5360,5600,0.95,3.42
AB102,2024-07-15,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,330,5280,5540,0.95,3.45
AB201,2024-07-15,KUL,BKK,TN-ZNA,Airbus A330-300,14500,181,450,8100,20220,0.95,3.82
AB501,2024-07-15,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,71,245,3920,5980,0.95,2.45
AB101,2024-07-16,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,338,5408,5610,0.95,3.45
AB102,2024-07-16,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,332,5312,5550,0.95,3.48
AB201,2024-07-16,KUL,BKK,TN-ZNA,Airbus A330-300,14500,182,452,8136,20240,0.95,3.85
AB401,2024-07-16,KUL,PVG,TN-ZFB,Airbus A330-300,14700,135,350,6300,43800,0.95,4.38
AB301,2024-07-17,SIN,HKG,TN-ZND,Airbus A330-200,13200,128,350,6300,29760,0.95,4.38
AB101,2024-07-17,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,340,5440,5620,0.95,3.48
AB102,2024-07-17,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,335,5360,5560,0.95,3.5
AB201,2024-07-17,KUL,BKK,TN-ZNA,Airbus A330-300,14500,183,455,8190,20260,0.95,3.88
AB501,2024-07-17,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,72,248,3968,6000,0.95,2.48
AB101,2024-07-18,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,342,5472,5630,0.95,3.5
AB102,2024-07-18,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,338,5408,5570,0.95,3.52
AB201,2024-07-18,KUL,BKK,TN-ZNA,Airbus A330-300,14500,184,458,8244,20280,0.95,3.9
AB401,2024-07-18,KUL,PVG,TN-ZFB,Airbus A330-300,14750,135,352,6336,43820,0.95,4.4
AB101,2024-07-19,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,345,5520,5640,0.95,3.52
AB102,2024-07-19,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,340,5440,5580,0.95,3.55
AB201,2024-07-19,KUL,BKK,TN-ZNA,Airbus A330-300,14500,185,460,8280,20300,0.95,3.92
AB301,2024-07-19,SIN,HKG,TN-ZND,Airbus A330-200,13200,129,352,6336,29780,0.95,4.4
AB501,2024-07-19,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,73,250,4000,6020,0.95,2.5
AB101,2024-07-20,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,348,5568,5650,0.95,3.55
AB102,2024-07-20,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,342,5472,5590,0.95,3.58
AB201,2024-07-20,KUL,BKK,TN-ZNA,Airbus A330-300,14500,186,462,8316,20320,0.95,3.95
AB401,2024-07-20,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,355,6390,43840,0.95,4.42
AB101,2024-07-21,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,350,5600,5660,0.95,3.58
AB102,2024-07-21,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,345,5520,5600,0.95,3.6
AB201,2024-07-21,KUL,BKK,TN-ZNA,Airbus A330-300,14500,187,465,8370,20340,0.95,3.98
AB301,2024-07-21,SIN,HKG,TN-ZND,Airbus A330-200,13200,130,355,6390,29800,0.95,4.42
AB101,2024-07-22,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,348,5568,5650,0.95,3.55
AB102,2024-07-22,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,342,5472,5590,0.95,3.58
AB201,2024-07-22,KUL,BKK,TN-ZNA,Airbus A330-300,14500,186,462,8316,20320,0.95,3.95
AB501,2024-07-22,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,72,248,3968,6000,0.95,2.48
AB101,2024-07-23,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,345,5520,5640,0.95,3.52
AB102,2024-07-23,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,340,5440,5580,0.95,3.55
AB201,2024-07-23,KUL,BKK,TN-ZNA,Airbus A330-300,14500,185,460,8280,20300,0.95,3.92
AB401,2024-07-23,KUL,PVG,TN-ZFB,Airbus A330-300,14750,135,352,6336,43820,0.95,4.4
AB301,2024-07-24,SIN,HKG,TN-ZND,Airbus A330-200,13200,129,352,6336,29780,0.95,4.4
AB101,2024-07-24,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,342,5472,5630,0.95,3.5
AB102,2024-07-24,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,338,5408,5570,0.95,3.52
AB201,2024-07-24,KUL,BKK,TN-ZNA,Airbus A330-300,14500,184,458,8244,20280,0.95,3.9
AB501,2024-07-24,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,71,245,3920,5980,0.95,2.45
AB101,2024-07-25,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,340,5440,5620,0.95,3.48
AB102,2024-07-25,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,335,5360,5560,0.95,3.5
AB201,2024-07-25,KUL,BKK,TN-ZNA,Airbus A330-300,14500,183,455,8190,20260,0.95,3.88
AB401,2024-07-25,KUL,PVG,TN-ZFB,Airbus A330-300,14700,135,350,6300,43800,0.95,4.38
AB101,2024-07-26,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,338,5408,5610,0.95,3.45
AB102,2024-07-26,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,332,5312,5550,0.95,3.48
AB201,2024-07-26,KUL,BKK,TN-ZNA,Airbus A330-300,14500,182,452,8136,20240,0.95,3.85
AB301,2024-07-26,SIN,HKG,TN-ZND,Airbus A330-200,13200,128,350,6300,29760,0.95,4.38
AB501,2024-07-26,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,70,242,3872,5960,0.95,2.42
AB101,2024-07-27,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,335,5360,5600,0.95,3.42
AB102,2024-07-27,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,330,5280,5540,0.95,3.45
AB201,2024-07-27,KUL,BKK,TN-ZNA,Airbus A330-300,14500,181,450,8100,20220,0.95,3.82
AB401,2024-07-27,KUL,PVG,TN-ZFB,Airbus A330-300,14600,135,348,6264,43780,0.95,4.35
AB101,2024-07-28,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,332,5312,5590,0.95,3.4
AB102,2024-07-28,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,328,5248,5530,0.95,3.42
AB201,2024-07-28,KUL,BKK,TN-ZNA,Airbus A330-300,14500,180,448,8064,20200,0.95,3.8
AB301,2024-07-28,SIN,HKG,TN-ZND,Airbus A330-200,13200,127,348,6264,29740,0.95,4.35
AB101,2024-07-29,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,330,5280,5580,0.95,3.38
AB102,2024-07-29,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,325,5200,5520,0.95,3.4
AB201,2024-07-29,KUL,BKK,TN-ZNA,Airbus A330-300,14500,179,445,8010,20180,0.95,3.78
AB501,2024-07-29,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,69,240,3840,5940,0.95,2.4
AB101,2024-07-30,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,328,5248,5570,0.95,3.35
AB102,2024-07-30,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,322,5152,5510,0.95,3.38
AB201,2024-07-30,KUL,BKK,TN-ZNA,Airbus A330-300,14500,178,442,7956,20160,0.95,3.75
AB401,2024-07-30,KUL,PVG,TN-ZFB,Airbus A330-300,14500,135,345,6210,43760,0.95,4.32
AB301,2024-07-31,SIN,HKG,TN-ZND,Airbus A330-200,13200,126,345,6210,29720,0.95,4.32
AB101,2024-07-31,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,325,5200,5560,0.95,3.32
AB102,2024-07-31,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,320,5120,5500,0.95,3.35
AB201,2024-07-31,KUL,BKK,TN-ZNA,Airbus A330-300,14500,177,440,7920,20140,0.95,3.72
AB501,2024-07-31,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,68,238,3808,5920,0.95,2.38
AB101,2024-08-01,KUL,SIN,TN-ZNB,Boeing 737-800,1750,48,318,5088,5520,0.94,3.25
AB102,2024-08-01,SIN,KUL,TN-ZZB,Boeing 737-800,1790,49,312,4992,5460,0.94,3.28
AB201,2024-08-01,KUL,BKK,TN-ZNA,Airbus A330-300,14200,172,432,7776,20080,0.94,3.65
AB401,2024-08-01,KUL,PVG,TN-ZFB,Airbus A330-300,14200,132,340,6120,43700,0.94,4.25
AB101,2024-08-02,KUL,SIN,TN-ZNB,Boeing 737-800,1720,47,315,5040,5500,0.94,3.22
AB102,2024-08-02,SIN,KUL,TN-ZZB,Boeing 737-800,1760,48,308,4928,5440,0.94,3.25
AB201,2024-08-02,KUL,BKK,TN-ZNA,Airbus A330-300,14000,170,428,7704,20040,0.94,3.6
AB301,2024-08-02,SIN,HKG,TN-ZND,Airbus A330-200,13000,124,338,6084,29660,0.94,4.22
AB501,2024-08-02,BKK,SGN,TN-ZNC,Boeing 737-900ER,2050,66,235,3760,5880,0.94,2.35
AB101,2024-08-03,KUL,SIN,TN-ZNB,Boeing 737-800,1690,46,312,4992,5480,0.94,3.18
AB102,2024-08-03,SIN,KUL,TN-ZZB,Boeing 737-800,1730,47,305,4880,5420,0.94,3.22
AB201,2024-08-03,KUL,BKK,TN-ZNA,Airbus A330-300,13800,168,425,7650,20000,0.94,3.55
AB401,2024-08-03,KUL,PVG,TN-ZFB,Airbus A330-300,14000,130,335,6030,43660,0.94,4.2
AB101,2024-08-04,KUL,SIN,TN-ZNB,Boeing 737-800,1660,45,308,4928,5460,0.94,3.15
AB102,2024-08-04,SIN,KUL,TN-ZZB,Boeing 737-800,1700,46,302,4832,5400,0.94,3.18
AB201,2024-08-04,KUL,BKK,TN-ZNA,Airbus A330-300,13600,166,422,7596,19960,0.94,3.5
AB301,2024-08-04,SIN,HKG,TN-ZND,Airbus A330-200,12800,122,335,6030,29620,0.94,4.18
AB101,2024-08-05,KUL,SIN,TN-ZNB,Boeing 737-800,1630,44,305,4880,5440,0.94,3.12
AB102,2024-08-05,SIN,KUL,TN-ZZB,Boeing 737-800,1670,45,298,4768,5380,0.94,3.15
AB201,2024-08-05,KUL,BKK,TN-ZNA,Airbus A330-300,13400,164,418,7524,19920,0.94,3.45
AB501,2024-08-05,BKK,SGN,TN-ZNC,Boeing 737-900ER,2000,64,232,3712,5840,0.94,2.32
AB101,2024-08-06,KUL,SIN,TN-ZNB,Boeing 737-800,1600,43,302,4832,5420,0.94,3.08
AB102,2024-08-06,SIN,KUL,TN-ZZB,Boeing 737-800,1640,44,295,4720,5360,0.94,3.12
AB201,2024-08-06,KUL,BKK,TN-ZNA,Airbus A330-300,13200,162,415,7470,19880,0.94,3.4
AB401,2024-08-06,KUL,PVG,TN-ZFB,Airbus A330-300,13800,128,332,5976,43620,0.94,4.15
AB301,2024-08-07,SIN,HKG,TN-ZND,Airbus A330-200,12600,120,332,5976,29580,0.94,4.15
AB101,2024-08-07,KUL,SIN,TN-ZNB,Boeing 737-800,1570,42,298,4768,5400,0.94,3.05
AB102,2024-08-07,SIN,KUL,TN-ZZB,Boeing 737-800,1610,43,292,4672,5340,0.94,3.08
AB201,2024-08-07,KUL,BKK,TN-ZNA,Airbus A330-300,13000,160,412,7416,19840,0.94,3.35
AB501,2024-08-07,BKK,SGN,TN-ZNC,Boeing 737-900ER,1970,63,228,3648,5800,0.94,2.28
AB101,2024-08-08,KUL,SIN,TN-ZNB,Boeing 737-800,1540,41,295,4720,5380,0.94,3.02
AB102,2024-08-08,SIN,KUL,TN-ZZB,Boeing 737-800,1580,42,288,4608,5320,0.94,3.05
AB201,2024-08-08,KUL,BKK,TN-ZNA,Airbus A330-300,12800,158,408,7344,19800,0.94,3.3
AB401,2024-08-08,KUL,PVG,TN-ZFB,Airbus A330-300,13600,126,328,5904,43580,0.94,4.1
AB101,2024-08-09,KUL,SIN,TN-ZNB,Boeing 737-800,1510,40,292,4672,5360,0.94,2.98
AB102,2024-08-09,SIN,KUL,TN-ZZB,Boeing 737-800,1550,41,285,4560,5300,0.94,3.02
AB201,2024-08-09,KUL,BKK,TN-ZNA,Airbus A330-300,12600,156,405,7290,19760,0.94,3.25
AB301,2024-08-09,SIN,HKG,TN-ZND,Airbus A330-200,12400,118,328,5904,29540,0.94,4.1
AB501,2024-08-09,BKK,SGN,TN-ZNC,Boeing 737-900ER,1940,62,225,3600,5760,0.94,2.25
AB101,2024-08-10,KUL,SIN,TN-ZNB,Boeing 737-800,1480,39,288,4608,5340,0.94,2.95
AB102,2024-08-10,SIN,KUL,TN-ZZB,Boeing 737-800,1520,40,282,4512,5280,0.94,2.98
AB201,2024-08-10,KUL,BKK,TN-ZNA,Airbus A330-300,12400,154,402,7236,19720,0.94,3.2
AB401,2024-08-10,KUL,PVG,TN-ZFB,Airbus A330-300,13400,124,325,5850,43540,0.94,4.05
AB101,2024-08-11,KUL,SIN,TN-ZNB,Boeing 737-800,1450,38,285,4560,5320,0.94,2.92
AB102,2024-08-11,SIN,KUL,TN-ZZB,Boeing 737-800,1490,39,278,4448,5260,0.94,2.95
AB201,2024-08-11,KUL,BKK,TN-ZNA,Airbus A330-300,12200,152,398,7164,19680,0.94,3.15
AB301,2024-08-11,SIN,HKG,TN-ZND,Airbus A330-200,12200,116,325,5850,29500,0.94,4.05
AB101,2024-08-12,KUL,SIN,TN-ZNB,Boeing 737-800,1420,37,282,4512,5300,0.94,2.88
AB102,2024-08-12,SIN,KUL,TN-ZZB,Boeing 737-800,1460,38,275,4400,5240,0.94,2.92
AB201,2024-08-12,KUL,BKK,TN-ZNA,Airbus A330-300,12000,150,395,7110,19640,0.94,3.1
AB501,2024-08-12,BKK,SGN,TN-ZNC,Boeing 737-900ER,1910,61,222,3552,5720,0.94,2.22
AB101,2024-08-13,KUL,SIN,TN-ZNB,Boeing 737-800,1390,36,278,4448,5280,0.94,2.85
AB102,2024-08-13,SIN,KUL,TN-ZZB,Boeing 737-800,1430,37,272,4352,5220,0.94,2.88
AB201,2024-08-13,KUL,BKK,TN-ZNA,Airbus A330-300,11800,148,392,7056,19600,0.94,3.05
AB401,2024-08-13,KUL,PVG,TN-ZFB,Airbus A330-300,13200,122,322,5796,43500,0.94,4
AB301,2024-08-14,SIN,HKG,TN-ZND,Airbus A330-200,12000,114,322,5796,29460,0.94,4
AB101,2024-08-14,KUL,SIN,TN-ZNB,Boeing 737-800,1360,35,275,4400,5260,0.94,2.82
AB102,2024-08-14,SIN,KUL,TN-ZZB,Boeing 737-800,1400,36,268,4288,5200,0.94,2.85
AB201,2024-08-14,KUL,BKK,TN-ZNA,Airbus A330-300,11600,146,388,6984,19560,0.94,3
AB501,2024-08-14,BKK,SGN,TN-ZNC,Boeing 737-900ER,1880,60,218,3488,5680,0.94,2.18
AB101,2024-08-15,KUL,SIN,TN-ZNB,Boeing 737-800,1330,34,272,4352,5240,0.94,2.78
AB102,2024-08-15,SIN,KUL,TN-ZZB,Boeing 737-800,1370,35,265,4240,5180,0.94,2.82
AB201,2024-08-15,KUL,BKK,TN-ZNA,Airbus A330-300,11400,144,385,6930,19520,0.94,2.95
